,id,phone_number,is_terrorist,gender,age,family_linkage,special_tag,father_id,mother_id,spouse_id,call_group
0,151645591,6456584,True,m,25,False,,306298251,251345593,0,terror_group_56
1,359973309,5466406,False,m,35,False,,534206172,101779884,798961234,citizen_group_137
2,781542492,5727662,False,m,28,False,,665030990,551239441,118776072,citizen_group_37
3,220802471,3177943,False,f,14,False,,186016697,936156634,192576851,citizen_group_55
4,285030105,4853344,False,f,48,False,,0,505025335,828897272,terror_group_62
5,999009191,6006321,True,m,33,False,,134125849,618218336,619085116,terror_group_20
6,245906010,6592674,False,m,66,False,,0,0,381242728,citizen_group_168
7,404945010,4988897,False,m,52,False,,0,253066241,227748091,citizen_group_132
8,178996564,7688171,False,m,50,False,,0,779265216,0,citizen_group_210
9,495622472,9459556,False,m,17,False,,803425248,977428234,844857419,citizen_group_137
10,151294473,3263852,False,m,17,False,,888828981,907205293,342566144,citizen_group_117
11,465187462,2901654,False,m,15,False,,330020108,517279133,0,citizen_group_154
12,187969114,6457905,False,m,31,False,,861512257,778226946,718976616,citizen_group_216
13,346758040,6944899,False,m,60,False,,0,0,638484417,citizen_group_21
14,595099009,9625995,False,f,18,False,,573693865,419364751,679567222,citizen_group_76
15,324924443,8655604,False,f,42,False,,0,504540578,732880032,citizen_group_210
16,685296989,1702694,False,f,48,False,,593386807,768175007,942017116,terror_group_40
17,508656646,3432427,False,f,49,False,,161470650,435121744,601948790,citizen_group_5
18,651908374,3553402,False,f,70,False,,0,0,102308568,citizen_group_18
19,585933426,9717556,False,f,22,False,,426881133,104567248,434739435,citizen_group_166
20,637119682,1875040,False,m,19,False,,616633535,337648616,712418681,citizen_group_135
21,786974155,6692575,False,f,17,False,,803425248,977428234,701316416,terror_group_4
22,929894465,3052364,False,f,62,False,,0,0,320388255,citizen_group_164
23,583817532,1255412,False,m,64,False,,0,0,873697013,citizen_group_1
24,269901783,4455390,False,f,26,False,,204324870,533277299,240048485,terror_group_59
25,271348627,8381578,False,f,33,False,,504912786,944052884,933366578,terror_group_23
26,289487854,8724401,False,m,12,False,,280501006,413613771,0,citizen_group_82
27,122946129,9631667,False,m,66,False,,0,0,505438317,citizen_group_105
28,577864815,3816737,False,f,44,False,,975555774,664999361,485915683,citizen_group_48
29,813410995,8259121,False,m,38,False,,0,782439169,0,terror_group_21
30,662935609,9909469,False,m,66,False,,0,0,0,citizen_group_5
31,461885891,3432005,False,f,43,False,,739161782,174257023,795753248,citizen_group_190
32,188048020,5310150,False,m,42,False,,875837347,349412716,373867688,citizen_group_19
33,143687432,9389235,False,m,46,False,,960317108,198974363,631767205,citizen_group_149
34,615190344,7209729,False,m,29,False,,449590859,175079054,725871275,citizen_group_133
35,906630973,8944645,False,m,21,False,,129514291,988649236,803152259,citizen_group_49
36,263926650,5385920,False,m,40,False,,874298070,545619719,660078223,citizen_group_11
37,587786331,3795016,False,f,40,False,,215718934,749128989,754822186,citizen_group_209
38,831084425,2658404,False,m,28,False,,330765849,576753149,698912390,citizen_group_45
39,765809604,2447658,True,m,21,False,,750795078,585661591,895760563,terror_group_24
40,918198497,6638722,False,m,24,False,,147777952,756410926,476459647,citizen_group_178
41,866946636,1090698,False,m,57,False,,0,0,470343762,citizen_group_194
42,704963718,4479653,False,m,15,False,,239977146,763569145,250747195,citizen_group_191
43,800686532,8963251,False,f,32,False,,168278801,775150078,504996841,citizen_group_153
44,401424628,9272756,False,f,61,False,,0,0,310714163,citizen_group_88
45,955537010,3442101,True,m,26,False,,184376070,970024202,272927282,terror_group_0
46,734168821,1720652,False,f,74,False,,0,0,0,citizen_group_72
47,236147886,5206957,False,f,47,False,,396374219,618581869,429921991,citizen_group_24
48,866252791,7778108,False,f,62,False,,0,0,192221833,citizen_group_118
49,453779476,1082025,False,m,67,False,,0,0,984291099,citizen_group_73
50,613451538,5493459,False,f,23,False,,768472745,633957449,271160325,terror_group_62
51,895646746,7037942,False,f,25,False,,933366578,708277450,402594349,citizen_group_100
52,990873539,5457653,False,f,28,False,,199853417,747000077,144464758,terror_group_3
53,990601065,4798836,False,m,19,False,,103663664,488011292,368081876,terror_group_24
54,662642594,8967841,False,m,25,False,,340328510,756459344,932104636,citizen_group_147
55,853400234,1378986,False,f,70,False,,0,0,0,terror_group_41
56,373064644,9133111,False,f,72,False,,0,0,0,citizen_group_2
57,117210107,7144104,False,m,26,False,,847160810,153993071,133668209,citizen_group_29
58,925729544,2464654,False,m,16,False,,734235854,468824135,773845072,citizen_group_126
59,144972366,9789399,False,m,16,False,,774795934,786205557,0,citizen_group_108
60,928874726,6223296,False,f,23,False,,889753132,821550807,398720545,citizen_group_102
61,167823747,2008356,False,m,38,False,,163342831,266444027,241879007,citizen_group_158
62,476627032,8774547,False,m,26,False,,467626176,254277204,548418599,citizen_group_188
63,601362312,1285984,False,m,32,False,,940680793,881592191,772097917,citizen_group_102
64,809083975,3901347,False,m,51,False,,0,639673465,925370933,citizen_group_114
65,799553668,6535578,False,f,25,False,,0,714063470,525772739,terror_group_22
66,992118755,5248642,False,f,23,False,,985284844,849226432,548224541,citizen_group_51
67,643892242,2618872,False,f,28,False,,476784103,267574435,552128729,citizen_group_169
68,812469693,2873381,False,f,60,False,,0,0,286162528,citizen_group_1
69,636158729,1233828,False,f,60,False,,0,0,280640693,citizen_group_41
70,662940401,1252174,False,f,48,False,,0,602181358,229405822,citizen_group_83
71,929871196,1015825,False,m,18,False,,442291927,267150930,175437127,citizen_group_32
72,340941389,3040206,False,f,60,False,,0,0,205121648,citizen_group_82
73,112459826,3398265,False,m,37,False,,524771185,510208465,0,citizen_group_169
74,864949580,8448603,False,m,21,False,,949210700,800450499,778323733,citizen_group_191
75,612084912,5069045,False,m,40,False,,521982462,557234767,531024804,terror_group_21
76,521073197,6138705,False,f,54,False,,0,0,691965744,citizen_group_72
77,352025779,7697977,False,m,28,False,,260138055,974583593,547916343,citizen_group_70
78,142670520,7025801,False,m,58,False,,0,0,496396633,citizen_group_81
79,268947186,1106339,False,m,72,False,,0,0,219719550,citizen_group_130
80,528505517,9600012,False,f,32,False,,367889366,938303288,917434606,citizen_group_172
81,327376896,6755155,False,m,68,False,,0,0,723178309,citizen_group_153
82,969832753,7314422,False,m,25,False,,380605306,260929311,881804281,terror_group_3
83,212053321,3789773,False,m,34,False,,300206912,997219663,0,terror_group_35
84,865202943,2500208,False,f,67,False,,0,0,401691910,citizen_group_220
85,469229232,3007096,False,f,16,False,,254677964,290144653,262517442,citizen_group_224
86,267268336,7090099,False,f,67,False,,0,0,0,citizen_group_190
87,573465755,9510499,False,m,44,False,,539240579,870466913,198754574,citizen_group_73
88,164718332,3812314,False,f,63,False,,0,0,956248158,citizen_group_119
89,377106887,1704692,False,f,50,False,,0,269631896,598558934,citizen_group_183
90,477747517,9610900,False,m,15,False,,441645683,885292252,725635478,citizen_group_8
91,120290005,1500800,False,m,38,False,,236064025,589723991,419778922,citizen_group_11
92,574714662,7375067,False,m,35,False,,594924975,789699384,0,citizen_group_226
93,161752428,5417428,False,m,57,False,,0,541098795,346557824,terror_group_36
94,330709939,4258410,False,m,48,False,,840209964,340517866,612511416,citizen_group_191
95,482445632,9285402,False,m,66,False,,0,0,0,citizen_group_163
96,570410768,4664679,False,m,24,False,,261552383,783733045,667284318,terror_group_71
97,911674100,9501681,False,f,62,False,,0,0,692347756,citizen_group_51
98,215145938,5909602,False,f,44,False,,844842781,614508768,634022047,terror_group_22
99,672846825,5254789,False,m,68,False,,0,0,571726680,citizen_group_204
100,262939824,3880746,False,f,34,False,,437676951,746550710,912147182,citizen_group_118
101,490567026,7805858,False,f,66,False,,0,0,0,terror_group_35
102,137673053,1230101,False,m,51,False,,0,250168367,301202081,citizen_group_98
103,730037207,3866013,False,m,58,False,,0,452034822,417045152,citizen_group_145
104,146801235,5646832,False,m,69,False,,0,0,284635242,terror_group_27
105,906926982,3783755,False,m,27,False,,269440486,407015593,844932537,citizen_group_166
106,142748554,4315354,False,f,20,False,,351784842,860664951,401166172,citizen_group_36
107,700801517,7853769,False,m,34,False,,894126562,632836782,706653214,citizen_group_10
108,836169354,5517742,False,m,35,False,,643291848,192367739,443816877,terror_group_68
109,264621946,8179591,False,m,15,False,,731493303,694027457,930193251,terror_group_50
110,917957299,6870198,False,f,43,False,,0,409563967,772474523,citizen_group_66
111,171837549,1124790,False,m,34,False,,578315854,690032278,608298063,terror_group_43
112,814960250,9153046,False,f,63,False,,0,0,689305724,citizen_group_159
113,792015451,3476745,False,f,50,False,,0,162537968,991047372,citizen_group_84
114,818672283,6785878,False,m,71,False,,0,0,560849674,citizen_group_99
115,796289027,5739379,False,f,19,False,,883023454,113053660,450763975,citizen_group_100
116,334989161,8888466,False,m,69,False,,0,0,237504095,terror_group_24
117,789678604,2800550,False,m,38,False,,885519977,895237941,770355394,citizen_group_69
118,273531629,6187723,False,m,54,False,,0,527565226,0,terror_group_38
119,419364751,3263861,False,f,39,False,,734235854,389169025,573693865,citizen_group_218
120,635759872,5042174,False,f,30,False,,268626264,659507421,853605353,citizen_group_211
121,960275148,4872722,False,f,22,False,,343330701,130616039,357298913,citizen_group_152
122,576854279,1819663,False,m,30,False,,326478702,882663339,389630016,citizen_group_180
123,166358707,2437746,False,f,67,False,,0,0,0,citizen_group_136
124,341238731,2947400,False,f,35,False,,325339481,557378412,560491431,citizen_group_32
125,181426753,3027775,False,f,31,False,,263796817,421542405,894943439,citizen_group_201
126,862219169,4860706,False,f,19,False,,771943023,195664032,886271599,citizen_group_20
127,999098876,1496884,False,f,32,False,,496813636,225762637,422353249,citizen_group_135
128,954546109,4188548,False,f,58,False,,0,0,918331975,citizen_group_149
129,838664924,2644966,False,m,34,False,,543698281,955533311,455707894,terror_group_69
130,727342729,2137210,False,f,33,False,,230214481,883374746,187156541,terror_group_13
131,680624324,9441648,False,m,21,False,,633003567,344648512,361184850,citizen_group_129
132,280068359,7239152,False,m,53,False,,0,649461869,0,citizen_group_107
133,803171975,7614895,False,m,59,False,,0,0,521028946,citizen_group_91
134,349600010,8142404,False,f,22,False,,490135968,250872406,858053763,citizen_group_74
135,284782522,4817280,False,m,15,False,,167797121,415077052,302550875,citizen_group_28
136,921026567,1384193,False,m,30,False,,194754895,497401522,735115960,citizen_group_10
137,536042710,1946832,False,f,51,False,,0,661738947,446652176,citizen_group_48
138,152399299,2557758,False,f,24,False,,725155937,509809746,196204047,citizen_group_138
139,785706683,5404042,False,f,12,False,,681606841,540333116,373982940,citizen_group_71
140,613854859,7763588,False,f,12,False,,185063709,741593013,492902110,citizen_group_211
141,489983978,6080236,False,f,37,False,,134633047,387421861,649703470,citizen_group_179
142,732423759,2150950,False,f,53,False,,934598236,492065178,449538908,citizen_group_92
143,831039230,5305573,False,f,26,False,,759702445,189804747,358249678,citizen_group_59
144,972116393,2872020,False,m,69,False,,0,0,0,citizen_group_49
145,799979281,7909571,False,f,55,False,,0,0,888351258,citizen_group_103
146,761112256,7165446,False,m,72,False,,0,0,0,citizen_group_171
147,673586903,8048395,False,m,19,False,,323689912,681310626,684451907,citizen_group_75
148,241001476,4618649,False,m,61,False,,0,0,388208764,citizen_group_92
149,182761860,5529827,False,f,71,False,,0,0,0,citizen_group_127
150,163705670,7300940,False,f,54,False,,0,0,675255532,citizen_group_87
151,943977905,3251875,False,m,59,False,,0,0,870595666,citizen_group_162
152,223855078,2614296,False,m,64,False,,0,0,0,terror_group_42
153,355250463,4901710,False,f,61,False,,0,0,497034658,citizen_group_68
154,733683165,6043209,False,f,68,False,,0,0,903339065,citizen_group_34
155,131574578,6825267,False,f,40,False,,574605372,579585439,370399366,terror_group_38
156,119893772,3729531,False,m,53,False,,365615724,573291245,248256091,terror_group_60
157,320109562,3812642,False,f,63,False,,0,0,663495337,terror_group_20
158,872057879,5449853,False,f,39,False,,861512257,409917777,965209060,citizen_group_114
159,649664649,6762493,False,f,25,False,,0,971029953,199904105,citizen_group_106
160,718963189,8774103,False,f,66,False,,0,0,178831845,terror_group_39
161,145996508,3799278,False,m,15,False,,300384141,861911066,446904072,terror_group_11
162,292582400,6265829,False,m,53,False,,0,0,0,citizen_group_191
163,638601765,2961294,False,m,41,False,,851179255,838769413,324144834,citizen_group_60
164,888784082,7066669,False,f,26,False,,339722394,690779440,285078975,citizen_group_193
165,363698109,7210205,False,m,30,False,,116103904,798092471,989865821,citizen_group_208
166,218926427,3257363,False,f,32,False,,882502499,854008265,379446594,citizen_group_1
167,772043013,6734880,False,m,56,False,,0,0,362433426,citizen_group_53
168,201213166,1695458,False,m,12,False,,965967289,212962270,0,citizen_group_110
169,891175091,3359893,False,f,58,False,,0,0,823375783,citizen_group_26
170,443505259,2467835,False,f,36,False,,863474017,856799978,572372237,terror_group_56
171,587925073,6002302,False,m,22,False,,522671756,861250653,295263198,citizen_group_110
172,440881598,7164579,False,m,61,False,,0,0,733267629,citizen_group_130
173,776363841,2621958,False,f,36,False,,0,771915401,854325796,terror_group_3
174,607064147,6504084,False,m,62,False,,0,0,0,citizen_group_171
175,546317063,1092188,False,f,51,False,,0,356010489,926572367,citizen_group_174
176,155257604,5458994,False,f,55,False,,0,0,904936065,citizen_group_195
177,659697927,5440853,False,f,35,False,,955863892,434114812,643942028,citizen_group_116
178,294863547,8900074,False,f,53,False,,292670816,454373115,516112953,terror_group_57
179,916425580,4934075,False,f,72,False,,0,0,0,citizen_group_226
180,702014870,9129972,False,m,49,False,,0,828006323,519044229,citizen_group_70
181,101460780,5922594,False,m,48,False,,195281700,355129006,891897445,citizen_group_182
182,954512902,5034745,False,m,31,False,,944181717,354680373,0,citizen_group_35
183,559645161,6815991,False,f,22,False,,515334958,141211009,263972747,citizen_group_193
184,237117278,2257312,False,f,58,False,,0,0,466976561,citizen_group_177
185,701165924,9393063,False,m,70,False,,0,0,294221728,citizen_group_81
186,525809910,5883582,False,m,66,False,,0,0,534500104,citizen_group_79
187,958486914,3020964,False,m,67,False,,0,0,752977384,citizen_group_132
188,307168175,4948938,False,f,54,False,,0,730435347,930733366,citizen_group_178
189,481295858,9337563,False,m,59,False,,0,0,588189731,citizen_group_206
190,808778694,9570702,False,f,72,False,,0,0,0,citizen_group_127
191,615465473,2602911,False,m,34,False,,631779948,673307664,647212897,citizen_group_39
192,196471262,7101422,False,m,72,False,,0,0,108869699,citizen_group_140
193,714364368,9073671,False,f,41,False,,0,902391887,543729350,citizen_group_14
194,514249530,1570296,False,f,23,False,,965430213,736454616,273601210,citizen_group_146
195,955929688,9309713,False,m,38,False,,710874923,530012507,0,citizen_group_55
196,259901072,8235126,False,f,54,False,,0,875875592,568220623,citizen_group_59
197,142144925,4734782,False,m,47,False,,0,350151729,355567100,citizen_group_134
198,281937171,3318020,False,m,21,False,,715509672,171837766,656150600,citizen_group_140
199,639051674,9277957,False,f,37,False,,320955462,142176890,166384312,citizen_group_102
200,110412653,9080822,False,m,20,False,,779304956,582644198,0,citizen_group_60
201,473865830,2617081,False,m,73,False,,0,0,568320322,citizen_group_208
202,882430002,7360132,False,f,32,False,,834956342,832674626,533446879,terror_group_51
203,513234497,3544556,False,f,45,False,,722361672,117391362,642453962,terror_group_20
204,447735507,3171568,False,m,16,False,,805411845,877218750,505779823,citizen_group_123
205,901047427,2732472,False,m,49,False,,0,794250275,786265645,citizen_group_139
206,978431269,4678336,False,f,58,False,,0,734168821,803661235,citizen_group_120
207,449604457,5483453,False,f,43,False,,937625878,570149994,245234336,citizen_group_93
208,899325351,7944453,False,m,39,False,,481760184,791335387,631049927,citizen_group_58
209,432603900,2815572,False,f,34,False,,236045444,122510252,241417165,citizen_group_222
210,902850527,8571341,False,f,72,False,,0,0,0,citizen_group_6
211,480334934,7416531,False,f,56,False,,0,0,707030151,citizen_group_96
212,243554197,3814507,False,m,50,False,,0,116982589,232394383,citizen_group_169
213,884979455,2195101,False,f,41,False,,478368049,991056486,248539995,citizen_group_157
214,429725889,9524006,False,f,45,False,,817934077,603287292,243316860,citizen_group_221
215,200515022,9875680,False,m,71,False,,0,0,333992129,citizen_group_43
216,684152870,3218361,False,m,20,False,,641006219,671240174,794953942,citizen_group_102
217,397589726,9045638,False,f,20,False,,774664602,821439228,895162794,citizen_group_91
218,350867073,3061805,False,f,22,False,,785211139,748983410,141230425,citizen_group_225
219,515740527,4540426,False,m,49,False,,0,843336940,741531828,citizen_group_132
220,787632820,4452050,False,m,55,False,,0,0,740361806,citizen_group_198
221,435240636,8275918,False,m,72,False,,0,0,0,citizen_group_214
222,137875456,8942267,False,f,62,False,,0,0,218603213,citizen_group_173
223,334936078,3495440,False,f,65,False,,0,0,241203235,citizen_group_89
224,156613585,4640554,False,f,57,False,,0,761542758,703606883,terror_group_9
225,535828930,1542251,True,m,25,False,,318929595,676853859,0,terror_group_7
226,480671392,3741471,False,m,45,False,,499666101,127531167,430298842,citizen_group_78
227,212582989,5133233,False,m,51,False,,0,672643836,423093082,citizen_group_111
228,381182953,2947588,False,m,44,False,,0,902128675,975228451,terror_group_72
229,468492997,1724491,False,m,54,False,,0,0,160251167,citizen_group_104
230,291113537,5617099,False,m,38,False,,345293421,389857490,449000848,citizen_group_16
231,445925793,2149242,True,f,15,False,,336664667,603974432,809916616,terror_group_60
232,818198639,4345048,False,f,51,False,,862410378,993559294,111011982,citizen_group_34
233,838635351,9743818,False,f,54,False,,134084987,326325674,195509611,citizen_group_191
234,546238991,1677821,False,m,28,False,,898874296,421412385,548153457,citizen_group_68
235,513251749,1520582,False,f,63,False,,0,0,152158187,citizen_group_182
236,689694020,8524684,False,m,31,False,,919408285,399738484,162164220,terror_group_53
237,189777732,2374947,True,m,20,False,,705960800,112804094,316255273,terror_group_49
238,529916535,1131604,False,m,66,False,,0,0,355579619,citizen_group_68
239,258371487,7981361,False,m,74,False,,0,0,212533125,citizen_group_224
240,372385465,3049499,False,f,73,False,,0,0,0,citizen_group_127
241,618144766,8664309,True,f,23,False,,136057393,892698061,913956694,terror_group_28
242,744622576,3116085,False,f,54,False,,0,0,285538676,terror_group_22
243,740540012,5672753,False,m,41,False,,171767130,246560914,0,citizen_group_63
244,307541791,6111905,False,f,48,False,,0,900436165,541095719,terror_group_2
245,950830942,7274926,False,m,64,False,,0,0,583160213,terror_group_6
246,207981301,9677974,False,f,44,False,,835394768,215394815,502299499,terror_group_38
247,443710634,5610566,False,f,25,False,,0,168126637,861536674,citizen_group_21
248,446344747,4058358,True,m,23,False,,290783259,235963252,536901536,terror_group_15
249,383307579,8531049,False,m,40,False,,457245829,466614463,512202359,citizen_group_41
250,982869061,5035173,False,m,19,False,,277847161,613337751,514354250,citizen_group_30
251,505301193,5528139,False,f,53,False,,818779166,358342959,804897867,citizen_group_74
252,984898722,4855763,False,m,28,False,,906698439,491835111,0,citizen_group_221
253,457259058,9890614,False,m,65,False,,0,0,537255292,citizen_group_38
